time,session 
0,129.679 
10,129.679 
20,129.679 
30,129.679 
40,129.679 
50,129.679 
60,129.679 
70,129.679 
80,129.679 
90,129.679 
100,129.679 
110,129.679 
120,129.679 
130,129.679 
140,129.679 
150,129.679 
160,129.679 
170,129.679 
180,129.679 
190,129.679 
200,129.679 
210,129.679 
220,129.679 
230,129.679 
236,129.679 
