time,users_count,finish_users_count 
0,20,20 
10,46,46 
20,65,65 
30,81,80 
40,98,97 
50,120,120 
60,140,140 
70,163,162 
80,196,195 
90,217,217 
100,242,242 
110,273,273 
120,308,307 
130,342,341 
140,378,373 
150,409,405 
160,448,447 
170,495,489 
180,540,539 
190,597,581 
200,649,634 
210,691,690 
220,740,738 
230,796,766 
236,800,800 
