time,session 
0,119.03309831917596 
10,20.254082006281084 
20,17.612098547589383 
30,33.77635900948325 
40,27.87267671583688 
50,31.375583060257128 
60,31.52670922705857 
70,58.52883029926361 
80,34.08712431228803 
90,124.61813549330923 
100,56.199655807022125 
110,127.73920559153727 
120,69.3539224179416 
130,126.03229623017107 
140,152.63436111409678 
150,312.46061516979273 
160,83.32908685622334 
170,712.4137749719645 
180,556.623747177969 
190,271.1488393529861 
200,642.9157228767147 
210,1281.954328899083 
220,1985.8110839852068 
230,472.8990259883138 
238,1730.9039326037293 
