time,page 
0,3.8 
10,2.4 
20,3.8 
30,3 
40,4.8 
50,3.2 
60,5.6 
70,6 
80,5.6 
90,6 
100,6.8 
110,6.6 
120,6 
130,8.8 
140,8.6 
150,7.5 
160,6.5 
170,8 
180,10.6 
190,7.2 
200,8.4 
210,8.7 
220,11.2 
230,7.5 
238,9.4 
