time,users,connected 
0,1,0 
10,0,0 
20,0,1 
30,1,0 
40,0,1 
50,0,0 
60,4,0 
70,0,0 
80,2,3 
90,4,1 
100,0,1 
110,1,1 
120,1,1 
130,0,0 
140,3,2 
150,1,0 
160,2,3 
170,8,7 
180,27,26 
190,13,14 
200,17,17 
210,26,26 
220,17,17 
230,22,22 
235,0,0 
