time,size_sent,size_rcv 
0,67.325,3253.51484375 
10,89.9765625,4997.0359375 
20,70.5796875,4531.70703125 
30,99.4,6915.85078125 
40,97.72265625,7782.86328125 
50,56.17890625,4847.91953125 
51,0,0 
