time,users_count,finish_users_count 
0,1.6,1.5 
10,1.8,1.9 
20,2,1.9 
30,2.3,2.4 
40,1.9,1.9 
50,2.4,2.4 
60,2.8,2.7 
70,4.2,4.3 
80,2.8,2.8 
90,3.6,3.6 
100,2.4,2.1 
110,2.2,2.5 
120,3.2,3 
130,4.8,4.4 
140,4.7,5.2 
150,4.1,4.1 
160,4.4,4.4 
170,2.8,2.9 
180,5.6,2.8 
190,4.8,6.1 
200,5.4,4.6 
210,5,5.3 
220,4.7,4.5 
230,4.5,2.5 
234,0,4.2 
